kind,case,kd,M,p,xf,g
meanfield,decoy,300.0,1642,0.10122544431738993,33.7878204308455,1.091851468275737
meanfield,iteron,300.0,1642,0.10122544431738993,33.7878204308455,0.18445640673627825
meanfield,decoy,300.0,1831,0.09252459254033785,30.58747105864154,1.0850389819486972
meanfield,iteron,300.0,1831,0.09252459254033785,30.58747105864154,0.16594299228926818
meanfield,decoy,300.0,2043,0.08436534660612972,27.641596883677266,1.0784059140355526
meanfield,iteron,300.0,2043,0.08436534660612972,27.641596883677266,0.1490443077637211
meanfield,decoy,300.0,2278,0.07683533363216959,24.969109985917157,1.0720903392740004
meanfield,iteron,300.0,2278,0.07683533363216959,24.969109985917157,0.13384570798085912
meanfield,decoy,300.0,2541,0.06984394877158867,22.526526171393243,1.0660722146473667
meanfield,iteron,300.0,2541,0.06984394877158867,22.526526171393243,0.12007451821924527
meanfield,decoy,300.0,2835,0.06338536499048249,20.302490251982363,1.0603902436396593
meanfield,iteron,300.0,2835,0.06338536499048249,20.302490251982363,0.10764281292395679
meanfield,decoy,300.0,3162,0.05746645799514914,18.29105981933958,1.0550869839191894
meanfield,iteron,300.0,3162,0.05746645799514914,18.29105981933958,0.09649329568736179
exact,decoy,30.0,50,0.8404082057734575,157.97958971132712,1.1525685216846782
exact,iteron,30.0,50,0.8404082057734575,157.97958971132712,0.9067410005373568
exact,decoy,30.0,150,0.7459833549395564,88.10249675906654,1.6041145550857996
exact,iteron,30.0,150,0.7459833549395564,88.10249675906654,0.702520325776961
exact,decoy,30.0,400,0.44086438440344894,23.654246238620487,1.575613847383988
exact,iteron,30.0,400,0.44086438440344894,23.654246238620487,0.18627941107366258
exact,decoy,30.0,1000,0.19283297144376638,7.167028556233902,1.1726178896223964
exact,iteron,30.0,1000,0.19283297144376638,7.167028556233902,0.035689382755981144
exact,decoy,100.0,50,0.6277186767309857,168.61406616345073,1.0538249267551363
exact,iteron,100.0,50,0.6277186767309857,168.61406616345073,0.8858846985084617
exact,decoy,100.0,150,0.5425728922436619,118.61406616345073,1.2157169301643536
exact,iteron,100.0,150,0.5425728922436619,118.61406616345073,0.7161841634909358
exact,decoy,100.0,400,0.3596117967977924,56.15528128088303,1.2850142018960038
exact,iteron,100.0,400,0.3596117967977924,56.15528128088303,0.366063904093379
exact,decoy,100.0,1000,0.17830094339716976,21.699056602830183,1.1336541174280206
exact,iteron,100.0,1000,0.17830094339716976,21.699056602830183,0.11839231809197229
exact,decoy,300.0,50,0.3765246170202008,181.17376914898995,0.9862229891697151
exact,iteron,300.0,50,0.3765246170202008,181.17376914898995,0.8916621867996373
exact,decoy,300.0,150,0.3333333333333333,150.0,1.03725137864633
exact,iteron,300.0,150,0.3333333333333333,150.0,0.7746437118576884
exact,decoy,300.0,400,0.25,100.0,1.0872815018448543
exact,iteron,300.0,400,0.25,100.0,0.54780769628066
exact,decoy,300.0,1000,0.14792027106038536,52.079728939614824,1.0692527831794678
exact,iteron,300.0,1000,0.14792027106038536,52.079728939614824,0.27627273292514554
